,Movies,user_0,user_1,user_2,user_3,user_4,user_5,user_6,user_7,user_8,user_9
21,RUTA Gótico 5 SENTIDOS!,3.4534518602627635,2.5309879550792287,1.591989574028649,1.5423704484203586,1.034526040816205,1.0095450966594073,1.7098599315899836,1.3580320587259542,4.97976546618755,1.5740871484908276
22,Cronología de las bestias,3.1795465560714913,0.382260198961869,2.089513893310505,2.8751633138474424,4.313039647082547,3.0409659948238033,2.2511140578733335,0.1004621827574892,4.81144813598519,4.8012071577575055
23,Ruta Barcelona Mágica,3.249085841183361,0.10889197288521613,2.5467561049826286,1.3294453257705807,4.612268353724965,1.7837578992457803,2.6187669040798522,4.179957837832607,3.520313002545141,3.2708175345328745
24,Violet - MEG STUART & DAMAGED GOODS,4.768791658779078,0.9476170326157402,0.21073509248702826,4.942993724323814,4.697407128867744,4.7994742562754045,3.5642986816242113,0.4842383881282708,1.351632500247243,4.770523748953318
25,Ruta Mujeres Olvidadas (Poble Sec),2.8497718640792153,0.7340344307158259,2.231535959972711,4.704439956496796,0.19698009698524144,4.9375469051399525,2.6689105897689807,3.7405625950131145,2.6803725239584413,2.276864775940375
26,Cartografía de una desaparición (Idioma : castellano),3.1760074799115703,1.6131454209655405,4.842248745791073,3.9800233922524546,3.573808988596073,1.093373752196221,3.519729345715063,2.050443398646198,0.9731986244996776,2.395331529140275
27,DRINKS & PAINT - Mosaic Lizard,0.18231118919014855,4.707496968444381,3.983619336017761,4.608324397563629,1.8861803335019105,2.4829938932176883,4.904779839345791,3.891252515287784,0.3606589376544428,2.9549369291933387
28,Let's Get Creative Together!,2.240201956210832,4.9124410940083685,1.9929001312099537,3.3277008286013827,2.132218567588611,1.5437382437342566,4.672577225543211,4.69585678207507,0.7385022048835377,3.9083047716252226
29,EVENTO COMPLETO!!.FIN DE SEMANA. Nos vamos a PARIS!!,4.290342173569583,0.6377334379364263,1.8249967953939166,1.385621638956046,2.082496403884504,1.7569532919909085,0.43777518062978915,1.5992860875602295,4.191463228974705,0.7695495436642036
30,Ruta Historias de las Ramblas,2.427036695085019,2.097984813484443,3.641809881161657,3.3225271502633724,0.6089543433062167,4.4089466048654,3.977229788490078,0.347617722858532,3.013549130940115,2.3371097193527217
31,Aiguamolls de l'Empordà,2.516940213844205,0.3885954300507277,2.4822619904903305,1.4286954816497366,3.2704894829354556,0.7120981539737503,1.1169514782335754,3.2023814401114326,4.1595325822978175,3.5694323237826717
32,Dance to Work,0.6806594472647914,0.16811455045637858,0.7102230311626145,4.9251492576018645,3.665580531937387,3.8307935134669724,4.024905536122246,3.4344855517355484,3.8500977818533006,0.6425111026928643
33,NUEVA RUTA. Descubriendo a KUBRICK en el CCCB,4.776383130256771,4.100288337884887,3.8754288082888033,4.564390825173338,4.743200693667006,1.4865002847143387,3.351029082604666,3.2466042227571874,2.6123646873352495,3.290956882943761
34,L'habitació del costat,0.5247917214625419,3.0274917414047477,2.194585229309597,4.779152119039114,3.9903148227998644,0.6296685585665113,1.4152871456402327,4.774059373445371,0.6320772734668556,4.564750754945825
35,Ruta Mujeres Olvidadas (Gótico),3.3036175088797344,3.2430871591867687,4.44874100072361,1.754966213316365,0.4847420586625284,3.9251264420004643,2.6753487079712137,2.472929460475674,2.068661123274173,0.736274027293618
36,Colaboración Coffeewoman. Taller de la Mujer cíclica: Arquetipos femeninos,3.006938447539871,0.1638603856961296,1.1547106812368817,4.197028866310661,4.357517413933928,3.977651254038184,3.2515048787833,4.2159778066122975,1.0814174952039952,0.8957472778442621
37,DISFRUTAR Y CREAR,3.3062404840713597,4.313246838715685,0.30329571066907146,4.581792156669111,3.6922612224501887,1.5315777260446222,2.739324657939885,0.32324824148736553,3.761447139612652,4.560775500560458
38,Afanys d'amor perduts,4.4300481503178135,0.9896491564895948,1.3873696714492052,0.48213994250373315,0.3290475256815867,3.2300836561384454,1.683633244883731,2.1704052149351165,3.815731583801894,3.7254905253759945
39,Saigon (en francès i vietnamita amb sobretítols),1.4003468209480163,4.81533227051414,1.869392341480044,0.4936714126219921,1.5363799408514511,3.046025507835001,2.7564848312946406,2.532645557464593,4.963566753922411,0.7097145309444758
40,Un amour impossible (en français avec des surtitres),1.2639777644487271,1.202964037475271,4.240276450424135,0.9007727160044032,4.491162504122321,2.5620548551212874,3.693454174728582,1.5388595827802027,0.9661903599350591,4.00818886325013
41,La bona persona de Sezuan,2.188596142194635,0.19165588087578012,4.443895610409145,1.9211171991943288,2.150484832697304,1.3059236076655567,0.05102391007888896,0.8154864544713852,0.9188388067270747,1.9205072011412154
42,El Jardín de los Cerezos,3.6317530889626983,2.2214560010221875,4.747152592667848,1.9488278152033123,1.1134342752271982,3.0611062731641976,3.431007207402485,3.6235133618472952,3.115268093889232,4.846458710162389
43,Free Book Discussion Club,0.561299967433046,1.1651617980678897,3.1234295433882506,0.54495443336054,3.974330026316111,4.999850563587569,0.47277629468823024,0.4853597792111036,2.7966451371571543,3.9645434618602104
44,FNAC ARENAS. TALLER D'ESCRIPTURA CREATIVA.,0.27547303345626273,1.625800624820351,0.5150827799999724,3.615512370542352,0.3261236753625557,2.618094779665449,1.3832346142573604,3.035295666224091,1.1258347333573515,1.8154300040924698
45,November Book Club Meeting,4.51992822593137,1.8694108173220425,1.3937552465452718,0.3660173228012559,0.3012788758678192,4.788527863929875,1.944193420074234,2.6786525573044484,2.848088200820027,0.7475657520006607
46,El banquet,3.173147196784263,0.9489245063848856,2.6554623002510738,1.5156308744191889,4.6554287773071525,4.836474281734806,1.79616243192187,3.523781642982078,4.905222703188215,2.1220475193254194
47,Meetup Literario - Encuentro lectores y escritores,4.6731037794776995,0.5996541273674139,0.9447860204612168,4.571618198776474,4.1252090522050775,2.3907052742243162,0.7829180824107529,3.764236444310016,3.6036349950813507,2.155695366221282
48,Debat: ELS CONTES DE TCHÉKHOV,4.544617044853277,1.698525071671232,4.886782414614924,1.855069363670521,0.7577369160879699,0.5408053003061808,1.9421301295107618,3.854308096941794,2.5109101956399167,0.8438149647686866
49,"Club lectura Casa del Llibre: ""La nieta del Señor Linh"" de Philippe Claudel",0.5157275687542562,3.5311092518235343,3.3650035411663626,1.250571404953359,0.6752726682589322,3.9186512965662312,3.616575701447107,4.378063883613905,2.836143992627338,3.025035538570399
50,The Bell Jar by Sylvia Plath,3.699329774628489,2.302851475434858,3.4182406615140923,0.608286460784761,2.682237432442366,3.2177929446930493,0.8428771447795325,1.8532129760183742,2.3436814039624454,0.41078937565549034
51,Collapse by Jared Diamond,3.761456099307801,1.6130382312465297,4.6195359390365365,4.830841434476212,4.755474184980778,3.0641898075418994,1.4240968639711955,3.7878557200608016,1.9436986084921637,4.9231601803175415
52,"Fnac Triangle Club de lectura:    ""Ubik""",1.7178144664758461,4.995036682343666,0.7397706853474473,3.858213137954461,0.8984919215391074,0.8332274112286547,2.625098927504614,4.151067538735584,3.784988642158144,4.221730670354333
53,Introduction to Coaching Skills for Managers and Leaders,4.9496251262349285,3.0547234585009244,4.7716441095276,2.370357465414068,1.1691516478483526,2.0125991557992933,0.5078034026304129,0.011372184674831032,3.5403632047608316,3.1864068466648137
54,Homebase Barcelona - the networking festival for Digital Nomads,2.9563206548877545,0.5907546250231638,2.6735900136842226,1.5305799052966862,3.298992713436104,0.11186007035039969,3.896712166684701,4.955352962051336,4.218984004925218,4.785631973275695
55,Friday Cafe co-working & lunch in Bar Lexington,3.886790135668299,2.232732260581787,3.036181162935539,2.0068032168511833,1.5142669308006695,1.1996427274832056,0.34863876841435104,0.9160153003199528,0.7036615828518117,0.20662965297951363
56,Yo y mis idiotas - Coaching y PNL para el desbloqueo creativo.,3.91086192434829,4.642531903640499,4.394538158067822,0.896051505706113,3.585985153062449,1.0308754219883476,2.034441732061297,4.449247691073899,1.9460393701749779,3.838038182810348
57,New Collaborations & Partnerships in Barcelona,1.1671733363457382,1.3209039643103426,3.210063705316471,1.8081997602705413,1.7966442790553316,2.445071425754321,4.251237266143564,0.6114925736277432,2.3389515318961474,1.7394947574848385
58,Taller Exprés,3.355343319490704,3.5517780527228693,4.548168781994986,4.399069039054299,0.17062333445354405,2.4730659519344282,0.4217758363750812,4.444405775390795,0.5096394685638428,4.833508282403743
59,WEBINAR | The 3 things that are stopping you from being consistent,3.9982276818360885,2.188584689943786,1.9409642755601164,3.9010161158531913,0.8790238364097813,1.4463348975755774,3.3690040230922036,2.326644955086907,2.503682101303762,3.0295989048342493
60,Meetup de Daytrading acciones USA. ,4.896532949089365,2.8510848006610483,1.942999008379371,2.2959707426673543,3.464834322289663,0.6869949406881987,1.1274117967391173,0.9491137496066138,4.337358650789362,3.5557651771088987
61,Como escalar tu startup rápidamente,4.9682951742647505,3.925863216062197,4.491945655521076,4.600261342792029,1.1253466530543632,2.870160863535929,0.405611170787713,4.541435083995896,0.777079674990449,3.7765880362831976
62,Convierte tu comunicación en ventas,1.7548065760431841,0.8086156428387792,4.53805753679543,4.380257916156752,0.5190283103712745,0.6978238196370046,4.769352485898511,1.6408737771784092,4.570022412591895,0.8692694164543657
63,Wednesday Coworking Sessions,4.967200562315676,0.30313134934089325,3.009288419615175,4.8810854063620175,1.4425226936042834,1.6926987353844314,2.224500702107139,4.252565397376537,4.654261014500926,2.56569481792502
64,Wednesday Cafe co-working & lunch in Bar Lexington,2.891379167158151,1.4321660582808167,4.019133252580195,2.7626805499310283,4.239892230292512,4.499866548929726,0.8190083396374787,4.728790859046979,3.8304904530114747,4.482538056861335
65,¡Llega a tu público objetivo y gana clientes mejorado la imagen de tu marca!,3.688060558193272,2.2123276607871185,4.796904923419996,1.9478916662252028,0.9022973426431857,3.7996057714442575,3.221691578163303,2.4703911806473657,3.9117305739224184,4.768715280955785
66,What the hell is UX Writing?,3.6045325483973887,2.8299843573620254,0.24394062337148414,2.751037540843233,1.675104265472629,2.762519048517193,3.613128927920944,1.445078175077232,1.0317729749251852,3.9251076392607787
67,WWI Summit 2018 - Future Talent: Envisioning Workforce 2030,4.179183307556268,2.943057343178785,0.9963040566506953,1.2333405346973991,0.34420043031771375,0.3254060131725772,3.5397727736974556,1.826913616533099,1.4010325671124897,4.439724722171309
68,Business Marketers,2.5492870611961163,2.469192288084951,4.035473004145719,1.9832536904782967,1.7401495591848604,4.533321779580669,4.3933484313782225,3.9195560030723744,1.5827948024445964,0.48582881546764933
69,Barcelona Startup Office Hours: Get Business Advice from Experts,3.8035341186937064,1.6270589639392035,3.438647420212745,2.250653717355291,4.624537717161058,0.08147123293332614,0.7814932002572944,3.1000342063050694,4.684526098749507,4.9697290571381565
70,22@Bcombinator Afterwork: el evento más cool del distrito de la innovación!,1.176420343791265,2.7767969736116176,2.478056722622738,0.9855513314809894,3.618784240718331,2.625196938414435,0.3385249174960514,4.6543974344867545,1.770923782550193,4.4992640062282145
71,SourceCon @ Letgo: Sourcing & Recruiting top talents,3.1201623756829893,2.3624753976307384,4.983186644988407,2.7128659436484033,1.5629848493712062,0.8067007447452135,2.2308980778572085,3.696676617925113,4.298994542447456,3.6805558321626246
72,Aprender Emprendiendo,4.961093075992023,2.0178460235858586,3.763915626229145,4.765716382735332,3.9956715700878127,2.2581396589392377,2.003430987054045,3.961050564183994,1.7585456720212755,3.755348030254357
73,Preparar la economía familiar para la llegada de los hijos,1.4329308648034678,2.3213513181315455,3.3982503543596727,2.407200467317118,2.2428779577166096,0.8260483069604863,3.444448463677838,1.9489313565716855,0.4881943649283299,4.69951116093047
74,Emprendedores o gente que se plantea emprender.,0.16992029623044635,0.34870618790335706,1.1432273084721762,3.6893097828482913,4.00521087852362,0.37434948429547255,0.6108825767054982,2.6636507969220307,2.9155034303454475,4.0884805351716995
75,Public event Collaborative policies for collaborative economy,1.3231415704738398,2.9111894500930084,4.3051398247033825,4.243352771484066,3.6780576659385513,0.41542516868830703,0.0006098366969459201,2.3524721834750526,3.631581496393424,3.918090312895624
76,INICIA TU STARTUP SIN RIESGOS: Información práctica,4.679898725132125,3.9055677993238276,3.697158356593934,3.246484000086599,4.761920318011742,1.6279254205891518,4.220504358491558,4.342535708873699,1.6870093819268832,2.755618711041402
77,Inhale Courage... Exhale Fear.,4.330663302092617,4.832488103032037,3.910793171770268,3.106941449218796,1.6653385974412593,3.34821582443628,4.2453992792494875,1.9137951322857782,4.781039692882413,0.11109559397192714
78,Startup Grind Barcelona Conference 2018,2.6980251277516527,4.38976568188442,1.7326161641752784,2.6096349701337425,2.4344409186837184,4.020923343171657,2.689091257379311,1.7739039039611137,3.0294712853855463,3.600813649141237
79,Breakfast with Women Entrepreneurs,0.5651855039179371,1.4003643314172747,4.366762973029618,3.6191271425827805,0.8819775525708057,2.2174824521631114,3.0247743551661586,2.526875909826784,3.214863190719763,2.50587283002016
80,Cómo el Natural Language Processing (NLP) revolucionará tu plataforma de BI,1.1347516322214575,4.431837341778685,3.755802962438537,1.0042845783713266,3.922274912502069,3.451422079326977,0.31267551050388753,4.3529430806849785,1.9982641216759989,2.5958778705125924
81,¿Cómo Me Relaciono....?,2.233955865733593,1.500384154156108,0.3855711491656061,4.110083346166182,2.6238098410499666,0.6786468451153416,4.962394632243418,4.039690483649878,0.9954755552091077,0.7636608946619405
82,Aprende organización,3.460366406475386,4.523102076459813,3.8446084296370664,4.791510504945762,0.2615991436585524,4.934929842378212,4.577181415715922,0.06550624119256998,1.3087213013081145,3.180703123838045
83,Goodbye Salary: Investing to create Passive Income Streams.,1.8014249085115208,0.4317445759205729,2.0052316652428286,1.9518927620835214,2.0763674473808442,1.506553776465172,2.09177958273763,0.4756979148610385,0.24196270989319646,0.30809453845954515
84,Conoce la historia de #PersonaConMarca ¡Te esperamos!  ,3.650999138611581,2.263818895150527,4.931232416163308,2.4061981180295655,0.039354764978359325,2.0990440447492373,3.862590610272724,1.0546584288945948,0.9385042343251043,4.874398038816992
85,Public Speaking Workshop in English - Taller de oratoria en inglés,3.317505986981357,3.0655546358741166,4.0681686794314595,2.1154582386606338,1.9473982075080165,2.1549544723239555,4.585039831901677,4.2577098595174165,0.012135324820445326,1.500665533527739
86,Encuentro profesional de creadores y creativos Entremanos,3.6216107017466004,3.2793747220885754,3.664675986121667,4.127569657990597,1.3611329272957624,1.568759881046916,1.7040119340544724,1.027421657678293,2.974513060444785,0.8559643478545303
87,Economia para dummies - Serie 1,3.42203689842451,4.345245604911793,2.0924859524022663,2.527463940290446,2.9012733359012657,0.34297304732884615,3.2934148422943457,2.172717924474396,3.0264609801445963,2.709528172868341
88,Big Data Series: Factores clave para implementar tu plataforma de Big Data,2.79223931740507,3.7673089609485566,3.9745869929926574,1.6841243502328473,2.310840036458562,4.509956306612784,0.37271752963815574,4.979015353809652,1.238861528004234,3.294744484450227
89,TÓMATE UN RESPIRO (II),0.1837439397443702,1.1971832222592864,4.953293226211894,2.2939002161651008,3.351197265716177,2.0435558989998497,3.581614473608894,3.977339654059095,2.0136951559221323,0.017752499855679393
90,LA CODEPENDENCIA EN LA PAREJA,0.6741513588166981,1.7704081289005185,4.909703312011328,4.626402631639818,4.287120630889822,1.4355285302450282,3.4448685316121197,3.9738730749158395,0.9699423207266977,0.22956760816222832
91,¿Qué Podemos Esperar de la Relación con Nuestros Hijos?,2.42213111520653,1.6820587468438024,4.468141962398864,4.731495612838386,0.736843796122324,2.033872465661579,0.2791366643027404,4.290022305530989,0.0971887885738687,2.613815231764195
92,(Trip) MotoGP Valencia,2.387547789572413,2.4566041122728537,3.3692346266638284,2.5605399536293927,0.9345479629972581,1.297685240496782,3.032220266805096,4.939884886252014,1.9257097412847468,2.9349053629856368
93,Thanksgiving Dinner (3 course with wine),1.4133327941592544,3.9397671440039783,0.6800874059260642,3.7455320137752506,1.2545450875786468,0.050564688582361295,4.974616045560456,3.2867502689470776,1.01932911961494,0.11803787307983371
94,Social event - 12 pubs of Christmas ,2.4100156287847607,2.624234866099475,2.394049446158692,4.755237311898363,1.2069214674375957,0.8297752563968092,0.06487670935129919,3.9230238886239284,0.848873076938868,2.0622254121225643
95,Taller de ARTivismo Climática - Pancartas y títeres gigantes,4.439904956160038,1.4411233897628257,0.15858680257398672,2.74346592999922,0.17958806032658703,0.4821313167087987,1.558791988757826,2.9888968691642157,3.1533989543997447,3.2740252391496876
96,Día de ARTivismo Climática - Pancartas y títeres gigantes,3.213835867548692,0.05769391482312369,3.6522745339592255,1.6542051306627747,1.4933330328461532,4.6876666538582406,4.521794625177057,4.333329500216422,0.16272013247657147,0.7643511916922391
97,VISITA GUIADA PRIVADA AL CEMENTIRI DEL POBLE NOU,1.826883084138113,2.185877822906769,0.9145455738024316,4.7718849880898855,0.6210597799772904,0.9324972925046426,1.9885285355300213,4.45213049176696,2.8100111364118687,2.632015473668991
98,Ruta amb Cavall- Pantans d'en Llobet i Castell St. Iscle,1.9045639308263007,3.9858270567740064,1.375320022775971,1.5462450173083409,2.974385033247156,4.728941696077611,1.2366480696861366,3.7680563215425162,1.5842806979790987,3.7109444239869065
99,Taller de ARTivismo Climática - Producción en colectivo,0.19178862653748852,2.5329247592720145,0.28429644807701104,1.6242577550839115,3.3105834317282357,1.2182336247363068,0.8473834605120234,1.3343516834485607,3.454498133145237,2.6258903737043378
100,General Meeting for the November Climate march! - #MarxapelClima,1.9354372194029894,4.008030435449339,0.3461935511673947,1.0364284337632612,1.123768012187452,3.459835683158495,2.482130230865125,0.7302115213909477,2.9125061834946258,0.8993981752681923
101,The SDG Meetup: The sustainable development networking & flashtalks,0.6102790823734167,1.7470980663728186,0.3459172234354374,1.5459572877031031,2.0584208721271793,3.0249071954077458,4.713708894294199,4.902125891608909,3.521200080176139,3.6440468757088635
102,rural work day + fun / jornada rural de feina + entreteniment ,0.7963701475036861,1.201835368765185,0.583922706515424,0.7884703672377608,1.2231013607883645,1.854555559711268,2.806978770626916,1.4782844223201157,0.1846181856705409,1.0222221160205054
103,Festival Zero Waste,1.4358257026506842,1.0247610983845017,1.1426497654541912,4.651952978392767,4.686797282193609,1.980290170093701,1.2770649266034466,1.1656693699320826,3.5411092534749016,2.570799218520208
104,CLUB DE LECTURA,2.7311224302389725,1.6374298205349507,0.49950879079607935,4.734210671117066,3.626979342788937,1.5843531753117053,2.629633155702426,0.4051404385053625,1.8869616016910318,1.6737953976197117
105,Gorgs Molins de Vilardell: Silent hike / Caminada silenciosa [Free/Gratuït],2.615480381623963,2.2036679800674697,0.71269874886497,4.2353713030275255,1.8864079237167652,3.895976301584551,1.2131799248150648,2.323954839058983,4.623200456989097,2.5308564170942134
106,Thursday: Holiday Special Salsa&Bachata Workshops & Social Dance,1.965045630724882,4.697773248388625,3.691267259335549,0.8527515803605346,1.686757440287196,4.158343300515732,3.6305342827417264,0.7293888826151007,1.7015601919551155,0.5349442227278145
107,Fun Salsa,2.585536425195323,4.503264532107452,1.3828963665229377,3.5172205486469883,2.0066477178023194,1.7099807329334977,1.4940752582420918,4.081125770241397,2.3165081856478826,0.07611740521469845
108,Learn Bachata & Salsa (Free),4.914879786746796,0.32274635316860034,2.165317962160665,3.4158085014215507,4.838688244508606,4.163921887426174,1.102021081740171,1.1748408763065905,1.0393355144383771,1.5893391672353734
109,Ecstatic Dance BCN - Todos los viernes !!,2.7231921801451167,4.546847739482459,3.0144464694072273,1.7450114404164263,0.9705135130147868,2.1105924243868563,3.7768525109884394,0.7939812338772945,2.179493878640139,2.347603109845395
110,Three Free Workshops: Salsa,1.8538117296381458,2.349605523649566,4.087921923059795,2.6431248086970927,1.1303107577813454,3.108750903529271,3.490030806048359,4.48892464517145,3.5920982781711097,1.831406476146542
111,Free Workshops Salsa,3.1941234766300353,3.3195320711683705,4.672835301478166,1.689075826300253,4.636175318809318,4.807140191829224,4.2269124872696215,1.2513899448558345,1.807596524741009,4.184181220491735
112,Free Bachata,3.6824618448437723,4.754280159685159,0.952710467473738,0.70255224159886,2.910798807488228,0.8071377779452676,1.9268088407783162,0.9533103961807743,2.2902161673343127,3.044922340115979
113,Festival Ryuichi Sakamoto.,3.756445854319683,2.9976371676048874,2.5597137008794606,0.061840182280369915,0.41634970141793515,2.0497175437048427,4.196953941016907,3.9471185621179257,0.9011892344497607,2.2429830472083956
114,Sábado Latino (Salsa,0.7805518788494148,4.022161110646482,0.17179168548069612,1.1961038432360793,4.543702833825419,2.518286376444303,4.345342711765178,4.3497132999907056,0.9190224624381554,0.4934351392286368
115,MARATHON Social Dance FREE Salsa,2.019688901081639,2.2276962118512422,3.80058909301135,2.1490713295173642,4.115088488114424,2.7696774705475082,0.5411361375739526,2.4085454208029895,0.13634494181338774,1.7882780137825682
116,Burlesque Experience Bcn + 🎉 Churros con Chocolate (7º Aniversario) ,1.6617536429313335,2.424162408741232,2.7116905409531644,1.7498444760968979,0.23667053609463307,3.911056108866642,4.527772956622936,0.4922418746049084,3.6021973630783966,3.17725903363348
117,ONLY BACHATA SUNDAY NIGHT & FREE CUBAN TAPAS (INTENSIVE BACHATA WORKSHOP),1.7072821749869493,3.055085783722038,1.7555523582970416,3.851257299443787,2.3794555414128538,4.3244085032829505,3.296979748434983,1.8374368518697652,2.064925232698883,4.903673946806393
118,Salsa&Bachata Monday Afterwork (Double - Lesson,3.0369128634484897,0.7080067075442037,1.9717731831705616,4.191671746647797,2.1285350362860878,2.6548195927788907,4.99717394475712,4.851994364964043,1.1139537292025365,0.890855547626136
119,Nights of Salsa and Bachata Workshops on Tuesday by Yohana,2.187495108883488,0.5161486240431168,3.477292847994154,4.3152475238773835,3.6905248743884322,3.045994173088935,4.777205789729195,0.16330629540698915,0.44351315363644284,1.9998728238912866
120,Free class Salsa Bachata & Social Dance,0.6332349798164666,3.7352804029107305,3.1747822207738623,4.323838637911888,1.5505927515633617,2.4492375831313407,0.6675729174306433,0.3330408488195702,0.49681448220639246,1.896628785575304
121,Clase de Tango Gratis. Jornada de Puertas Abiertas,3.2350857061292677,4.9701740347681955,1.3884234410638814,3.435578231086536,4.913254002762543,3.143265918560739,2.60210950131122,3.8867689776096785,4.053052181557381,0.9625681367818856
122,November Freestyle (Confirmed).  Bar Las Vegas,0.8513897986019414,4.683193759522483,4.091535316668283,0.785541523710071,4.35478038460933,4.886904136465519,0.6686087180190364,4.480353262627574,0.9095109321746292,3.723349946359362
123,Bachata and salsa - 11 November ,4.62915554501174,4.6969843000075,3.9582481589055005,4.866391211393516,0.9753872983056189,0.4729172017579486,1.1246515129613777,1.8444926857361943,1.4885585719216339,2.743764146154847
124,Shamanic Trance Dance Ritual,0.27065071152734044,1.5625038110882787,0.6187546775801017,3.4072112294024133,2.876704776301391,3.440283796559453,4.167394262851287,0.7512264914908728,3.468580887728489,0.1910057189282599
125,Audició comentada: Orfeo i Eurídice,0.3512960725358394,3.205239237399714,4.152634272187874,2.8428890348225186,3.944294563236584,1.6115337781749135,0.24706748821847702,1.029279210220243,3.26467875107241,4.029691096235708
126,Presentación de dos posibles cursos de aprendizaje o practica de alemán,3.1799644697513325,3.359492584287171,0.05336178563560667,2.3127664318421255,4.755501899417965,1.561026651226044,4.952982897910171,4.398275764765959,3.6446642164881715,2.7146118832953903
